,world_rank,university_name,country,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,international_students,female_male_ratio
721,601-800,nottingham trent university,united kingdom,16.5,52.7,8.9,27.3,28.4,-,21852.0,17.4,18%,55:45:00
722,601-800,oakland university,usa,18.1,23.3,11.9,21.9,30.3,-,14584.0,19.8,2%,60:40:00
723,601-800,ocean university of china,china,18.9,15.6,10.7,12.9,50.1,-,36205.0,20.6,1%,40 : 60
724,601-800,ohio university,usa,25.0,33.6,14.9,24.6,30.1,-,22224.0,20.0,10%,50:50:00
725,601-800,okayama university,japan,24.3,20.6,14.9,25.3,48,-,13035.0,8.6,3%,38 : 62
726,601-800,osaka prefecture university,japan,21.6,17.6,10.2,17.5,41.5,-,8051.0,7.5,3%,36 : 64
727,601-800,university of pardubice,czech republic,15.9,23.4,11.9,11.1,28.3,-,10671.0,19.8,4%,55:45:00
728,601-800,university of paris north – paris 13,france,17.5,46.4,11.6,36.2,28,-,23026.0,23.4,22%,60:40:00
729,601-800,paris-sorbonne university – paris 4,france,31.1,44.2,21.3,7.1,28.5,-,21580.0,27.4,21%,69:31:00
730,601-800,university of patras,greece,18.5,30.6,12.1,28.8,48.3,-,29251.0,40.9,4%,46:54:00
731,601-800,university of pécs,hungary,19.7,50.8,9.0,23.4,28.4,-,21819.0,15.4,10%,nan
732,601-800,polytechnic university of valencia,spain,20.3,32.9,12.7,34.3,43.8,-,33172.0,13.6,7%,36 : 64
733,601-800,pontifical catholic university of paraná,brazil,18.4,18.6,6.5,32.2,28,-,7741.0,10.9,2%,0.110416667
734,601-800,pontifical catholic university of rio grande do sul (pucrs),brazil,21.1,18.7,10.9,27.6,52.3,-,14797.0,10.1,0%,50:50:00
735,601-800,pontifical catholic university of valparaíso,chile,18.4,35.7,8.0,10.4,44.3,-,13493.0,10.4,0%,45:55:00
736,601-800,prince of songkla university,thailand,15.3,31.0,7.0,22.2,31.6,-,38274.0,16.1,1%,69:31:00
737,601-800,qatar university,qatar,9.9,99.9,10.3,22.3,55.2,-,9583.0,19.0,42%,74:26:00
738,601-800,rio de janeiro state university (uerj),brazil,21.7,16.8,9.1,12.3,30.8,-,28757.0,10.1,0%,46:54:00
739,601-800,rochester institute of technology,usa,17.4,29.8,13.4,25.1,30.4,-,12965.0,13.5,13%,34 : 66
740,601-800,saitama university,japan,18.6,20.6,9.6,23.4,29.6,-,7469.0,11.7,2%,33 : 67
741,601-800,university of salford,united kingdom,20.8,66.4,12.1,21.2,28.8,-,16152.0,17.0,25%,51:49:00
742,601-800,"university of santiago, chile (usach)",chile,17.6,40.4,11.3,10.2,31,-,22739.0,23.6,1%,39 : 61
743,601-800,são paulo state university (unesp),brazil,28.0,18.7,22.6,6.7,40.1,-,50594.0,13.0,5%,52:48:00
744,601-800,savitribai phule pune university,india,38.3,17.3,12.4,11.4,29.3,-,4858.0,14.6,3%,25 : 75
745,601-800,university of science and technology beijing,china,25.1,15.6,22.4,6.9,89.7,-,22780.0,15.1,4%,36 : 64
746,601-800,sejong university,south korea,18.9,25.2,12.2,38.7,35.4,-,11704.0,15.5,3%,43:57:00
747,601-800,university of seoul,south korea,22.8,18.7,17.5,21.4,28.9,-,10243.0,19.0,3%,36 : 64
748,601-800,shahid beheshti university,iran,20.5,13.8,19.0,11.4,58.9,-,17800.0,24.9,1%,52:48:00
749,601-800,shanghai university,china,19.1,15.8,16.1,14.8,45.7,-,46044.0,17.5,3%,48:52:00
750,601-800,shantou university,china,17.6,30.7,9.1,28.3,30.7,-,9593.0,13.5,0%,48:52:00
751,601-800,sheffield hallam university,united kingdom,17.3,47.0,9.4,20.1,28.6,-,27477.0,18.8,15%,53:47:00
752,601-800,shinshu university,japan,20.8,20.3,8.3,22.0,31.6,-,11232.0,9.6,3%,nan
753,601-800,showa university,japan,28.5,14.0,7.9,7.0,-,-,3675.0,2.5,0%,57:43:00
754,601-800,sichuan university,china,25.0,15.7,18.4,16.1,90.8,-,65035.0,14.5,2%,48:52:00
755,601-800,university of silesia in katowice,poland,17.7,18.5,8.0,20.4,28.1,-,32764.0,17.3,1%,65:35:00
756,601-800,slovak university of technology in bratislava,slovakia,23.3,30.6,8.6,24.9,33.2,-,16400.0,15.3,2%,31 : 69
757,601-800,sogang university,south korea,21.5,27.7,24.8,20.5,46.8,-,10625.0,24.1,7%,43:57:00
758,601-800,sophia university,japan,22.0,32.8,9.4,5.3,29.5,-,12799.0,24.3,8%,53:47:00
759,601-800,university of south africa,south africa,18.4,28.7,11.3,9.4,28.8,-,197102.0,108.5,9%,65:35:00
760,601-800,southern federal university,russia,21.9,17.3,8.2,9.2,39.5,-,27556.0,9.0,3%,56:44:00
761,601-800,university of southern mississippi,usa,21.0,20.8,11.8,20.1,39.9,-,14569.0,18.5,3%,63:37:00
762,601-800,university of southern queensland,australia,18.4,63.0,13.1,14.4,28.8,-,13761.0,29.2,21%,55:45:00
763,601-800,suez canal university,egypt,22.6,31.6,5.9,16.0,-,-,16817.0,6.0,nan,65:35:00
764,601-800,sultan qaboos university,oman,21.3,71.5,10.6,16.0,37.6,-,7089.0,9.0,3%,50:50:00
765,601-800,suranaree university of technology,thailand,21.1,25.9,11.6,18.4,38.1,-,12650.0,32.9,1%,50:50:00
766,601-800,university of szeged,hungary,20.0,46.9,10.5,20.5,33.2,-,22684.0,13.8,9%,58:42:00
767,601-800,taipei medical university,taiwan,25.7,26.5,21.7,19.0,42.2,-,6001.0,11.1,6%,58:42:00
768,601-800,taras shevchenko national university of kyiv,ukraine,27.9,28.2,11.0,4.2,28,-,22686.0,8.2,2%,45:55:00
769,601-800,technical university of madrid,spain,21.8,39.5,14.6,24.5,38.3,-,41500.0,13.8,11%,32 : 68
770,601-800,university of tehran,iran,26.1,16.5,16.9,15.8,-,-,53802.0,27.0,1%,45:55:00
771,601-800,university of texas at el paso,usa,18.6,30.4,18.7,18.4,-,-,19123.0,29.0,7%,54:46:00
772,601-800,texas tech university,usa,27.9,36.8,17.2,22.0,-,-,29512.0,20.9,7%,46:54:00
773,601-800,tokai university,japan,17.9,19.3,7.6,15.3,34.4,-,29700.0,12.7,1%,27 : 73
774,601-800,tokushima university,japan,25.3,16.8,21.6,12.8,59.6,-,7519.0,8.9,3%,34 : 66
775,601-800,tokyo university of marine science and technology,japan,27.9,24.5,12.4,7.7,57.9,-,2597.0,11.1,7%,34 : 66
776,601-800,tokyo university of science,japan,23.0,15.4,24.1,21.4,37.6,-,20243.0,25.7,2%,0.888888889
777,601-800,tomsk state university,russia,34.8,36.9,20.8,7.6,44,-,10413.0,9.9,12%,60:40:00
778,601-800,tottori university,japan,24.3,16.7,10.1,9.6,34.5,-,6248.0,8.2,2%,34 : 66
779,601-800,toyohashi university of technology,japan,22.0,25.4,18.9,15.8,50.3,-,2153.0,9.3,9%,0.438194444
780,601-800,universiti kebangsaan malaysia,malaysia,24.3,29.7,15.9,10.9,28.4,-,24227.0,11.8,12%,62:38:00
781,601-800,universiti putra malaysia,malaysia,25.3,50.1,20.9,10.2,34.2,-,23883.0,12.2,16%,63:37:00
782,601-800,universiti sains malaysia,malaysia,26.9,44.2,16.6,12.4,34.4,-,28179.0,14.8,10%,61:39:00
783,601-800,universiti teknologi mara,malaysia,15.2,14.8,7.7,18.2,28.3,-,69268.0,16.8,0%,65:35:00
784,601-800,ural federal university,russia,24.8,17.3,10.6,16.8,35.6,-,28427.0,10.1,3%,48:52:00
785,601-800,v.n. karazin kharkiv national university,ukraine,21.7,48.4,8.9,1.7,28.8,-,14410.0,9.7,22%,53:47:00
786,601-800,university of vigo,spain,18.4,30.7,10.5,31.8,38.1,-,22793.0,19.0,3%,51:49:00
787,601-800,vilnius university,lithuania,18.3,40.8,13.6,26.1,41,-,19019.0,14.2,4%,65:35:00
788,601-800,warsaw university of technology,poland,19.4,20.7,8.5,40.3,47.4,-,34572.0,14.5,3%,34 : 66
789,601-800,waseda university,japan,23.6,29.7,14.6,29.4,32.4,-,52316.0,16.9,8%,35 : 65
790,601-800,university of west bohemia,czech republic,16.3,23.1,9.7,29.8,32.1,-,15639.0,21.5,2%,52:48:00
791,601-800,university of the west of england,united kingdom,16.9,48.5,11.2,34.6,28.5,-,22525.0,21.4,15%,53:47:00
792,601-800,west university of timişoara,romania,16.1,21.0,3.9,22.4,-,-,12933.0,19.0,3%,62:38:00
793,601-800,university of westminster,united kingdom,17.3,81.9,11.7,21.1,28.5,-,16609.0,21.0,43%,57:43:00
794,601-800,xidian university,china,17.9,12.8,12.1,8.9,83.7,-,31618.0,16.4,2%,29 : 71
795,601-800,yeungnam university,south korea,18.6,24.3,10.9,26.5,35.4,-,21958.0,15.3,3%,48:52:00
796,601-800,yıldız technical university,turkey,14.5,14.9,7.6,19.3,44,-,31268.0,28.7,2%,36 : 64
797,601-800,yokohama city university,japan,24.0,16.1,10.2,36.4,37.9,-,4122.0,3.7,3%,nan
798,601-800,yokohama national university,japan,20.1,23.3,16.0,13.5,40.4,-,10117.0,12.1,8%,28 : 72
799,601-800,yuan ze university,taiwan,16.2,17.7,18.3,28.6,39.8,-,8663.0,20.6,4%,43:57:00
